customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
md41042,arizona,F,College,5896.536531,39293,74,0,Personal Auto,Two-Door Car,352.740946
up31333,washington,M,College,13869.92705,28432,118,0,Corporate Auto,SUV,612.300581
uc35517,oregon,M,College,18532.40504,0,70,0,Corporate Auto,Four-Door Car,504.0
hs89788,arizona,F,High School or Below,7716.439345,0,107,0,Personal Auto,Sports Car,1166.754216
sg82836,oregon,M,High School or Below,6439.779016,47412,81,0,Personal Auto,Two-Door Car,421.824276
vm50666,california,M,Doctor,9718.463569,0,65,0,Special Auto,Four-Door Car,312.0
md70513,washington,M,College,12759.27844,68351,107,0,Personal Auto,SUV,725.339771
yx96463,oregon,F,Bachelor,5926.980962,58733,74,0,Corporate Auto,Four-Door Car,355.2
lh38387,nevada,F,Bachelor,11389.94398,58187,95,0,Personal Auto,Two-Door Car,76.73348
by59578,california,M,College,3497.483075,63189,88,0,Personal Auto,Four-Door Car,569.124597
rn12107,oregon,F,High School or Below,9476.901955,0,254,0,Corporate Auto,Luxury Car,1828.8
mz84108,arizona,M,Bachelor,9853.773193,44006,130,0,Personal Auto,Sports Car,494.664784
jg68387,nevada,F,Bachelor,8099.40027,60932,101,0,Corporate Auto,SUV,484.8
aq94108,oregon,F,College,8507.832473,56704,71,0,Corporate Auto,Four-Door Car,84.715044
ne85389,oregon,F,High School or Below,23903.68234,0,74,1,Personal Auto,Four-Door Car,355.2
jq35849,california,M,High School or Below,5360.557066,24254,68,0,Personal Auto,Four-Door Car,326.4
qu93024,california,M,Bachelor,29706.78459,0,128,0,Personal Auto,SUV,1345.317161
eq90867,oregon,M,College,5431.213625,57125,68,0,Corporate Auto,Four-Door Car,326.4
pg67485,nevada,M,High School or Below,9048.983447,0,119,0,Personal Auto,Sports Car,571.2
ox62244,california,M,Bachelor,4359.74197,0,64,0,Personal Auto,Four-Door Car,307.2
mw98508,oregon,F,College,2889.087654,72075,73,2,Special Auto,Four-Door Car,22.569825
mm50888,arizona,F,High School or Below,3056.217296,34317,78,2,Personal Auto,Two-Door Car,263.592181
qz19741,oregon,F,College,13815.7802,96745,179,5,Personal Auto,SUV,859.2
et10831,oregon,M,College,5116.727579,95427,65,0,Personal Auto,Four-Door Car,442.808018
ol72669,arizona,M,Bachelor,10033.28281,0,146,0,Corporate Auto,SUV,1404.845849
bm46418,nevada,M,College,2772.835753,30606,71,0,Personal Auto,Two-Door Car,253.04739
vd78722,oregon,M,College,2647.519741,37876,69,0,Personal Auto,Four-Door Car,300.056383
fl69981,california,F,Bachelor,4038.864803,0,110,0,Personal Auto,SUV,528.0
eg10175,california,F,Master,7781.89849,57474,97,0,Personal Auto,Two-Door Car,280.037716
ws60888,california,M,Bachelor,16473.16905,22828,106,0,Personal Auto,SUV,508.8
lm58227,oregon,F,High School or Below,5285.314179,65096,67,3,Personal Auto,Four-Door Car,321.6
ik49861,oregon,M,Bachelor,3107.588649,0,88,0,Personal Auto,Two-Door Car,87.135752
rm87465,arizona,M,High School or Below,5780.182197,51066,74,0,Personal Auto,Four-Door Car,787.993313
by75330,california,M,Bachelor,26939.51419,96866,113,1,Personal Auto,SUV,377.385724
cf41619,nevada,M,College,2329.459058,20934,61,1,Personal Auto,Four-Door Car,292.8
zz54454,nevada,M,Master,4589.940596,32510,119,0,Personal Auto,Two-Door Car,571.2
cu84967,california,F,High School or Below,4428.031583,58577,110,0,Personal Auto,SUV,303.872752
ur56056,oregon,M,Bachelor,10881.77039,73268,137,0,Personal Auto,SUV,41.139806
vn30344,california,M,College,5412.696604,0,80,0,Personal Auto,Four-Door Car,576.0
ye67531,oregon,M,High School or Below,8382.630118,19683,117,1,Personal Auto,Sports Car,561.6
ew67348,nevada,F,College,4834.710493,38713,66,4,Personal Auto,Four-Door Car,316.8
pd69398,washington,M,College,21710.27538,62370,94,2,Corporate Auto,Four-Door Car,32.00761
yt43943,california,F,High School or Below,2430.870824,28476,62,0,Personal Auto,Four-Door Car,297.6
on74557,california,M,Bachelor,14651.6153,74915,122,0,Personal Auto,SUV,393.151377
jl52508,oregon,M,Doctor,5073.282126,57709,125,0,Personal Auto,SUV,600.0
ui62725,oregon,M,Bachelor,5520.476175,94676,69,0,Corporate Auto,Four-Door Car,331.2
lo75919,arizona,M,Bachelor,6008.184526,43543,76,0,Personal Auto,Two-Door Car,339.255348
sm62247,nevada,F,High School or Below,24543.19862,68297,212,3,Corporate Auto,Luxury Car,1272.487601
af20716,oregon,M,Bachelor,2429.374554,74241,61,0,Personal Auto,Two-Door Car,138.588291
lq22609,arizona,F,College,3452.029549,61385,86,0,Personal Auto,Four-Door Car,199.299449
zp80265,oregon,M,Bachelor,4109.310394,0,62,0,Personal Auto,Two-Door Car,446.4
bo87401,nevada,F,College,8714.922135,0,118,0,Personal Auto,SUV,566.4
sx20211,oregon,M,College,8110.305608,52548,101,0,Personal Auto,Four-Door Car,587.504777
ek61334,california,F,Bachelor,3669.83263,0,95,0,Personal Auto,Four-Door Car,429.657692
qj49871,oregon,M,College,3893.305281,26605,100,0,Personal Auto,SUV,933.330936
oo65445,oregon,F,Bachelor,2496.476385,0,67,0,Personal Auto,Four-Door Car,181.335364
wp55297,washington,M,Bachelor,4629.970602,0,70,0,Personal Auto,Four-Door Car,754.945216
wy12393,washington,F,High School or Below,17684.65456,82667,64,1,Special Auto,Two-Door Car,307.2
jf32940,oregon,F,Bachelor,15663.65604,31789,130,0,Personal Auto,SUV,316.418786
wx84274,oregon,F,Bachelor,4940.124252,0,71,0,Corporate Auto,Four-Door Car,551.569883
cw85845,california,F,High School or Below,2754.461855,25151,69,0,Corporate Auto,Four-Door Car,318.040989
io57824,arizona,M,Bachelor,2953.797658,0,87,2,Personal Auto,Four-Door Car,414.190987
ax86552,california,M,College,6198.793072,24053,87,1,Personal Auto,Four-Door Car,624.532492
lm84078,oregon,M,College,12176.00621,0,117,0,Personal Auto,SUV,1373.258272
gg87344,oregon,F,College,4035.009284,55407,101,1,Personal Auto,SUV,275.341953
la35379,oregon,F,Master,2954.387586,62461,73,0,Personal Auto,Four-Door Car,129.267408
ez43738,california,F,Bachelor,5204.64616,29406,68,0,Personal Auto,Four-Door Car,326.4
df49110,oregon,M,Doctor,8100.243093,89420,67,0,Personal Auto,Four-Door Car,212.455137
il32727,california,F,High School or Below,4443.631711,0,121,0,Personal Auto,SUV,644.269611
qv55524,washington,M,College,7503.367741,52464,95,0,Personal Auto,Four-Door Car,515.930856
eb55390,oregon,F,Master,2548.509175,43731,64,2,Special Auto,Four-Door Car,162.461078
kb54415,arizona,M,High School or Below,2473.368225,13449,68,0,Personal Auto,Four-Door Car,326.4
pg14554,arizona,M,Bachelor,32777.30467,0,115,0,Personal Auto,SUV,552.0
qi63521,nevada,M,High School or Below,19228.46362,0,187,0,Personal Auto,Luxury SUV,897.6
dc85335,oregon,M,College,4538.117454,49821,61,4,Personal Auto,Four-Door Car,333.308611
sr26762,california,F,Bachelor,7663.514373,34837,63,0,Personal Auto,Four-Door Car,72.828431
uh86550,oregon,F,College,4177.288153,44222,104,0,Personal Auto,Four-Door Car,413.196371
on72594,california,F,Master,11776.00378,58881,97,0,Personal Auto,Four-Door Car,354.885018
le28486,oregon,F,College,3996.772165,46210,100,0,Personal Auto,SUV,46.315771
ej86526,oregon,F,Bachelor,5490.775023,49480,70,1,Corporate Auto,Four-Door Car,72.686545
dq92905,arizona,M,Bachelor,12989.81806,0,65,0,Personal Auto,Four-Door Car,312.0
jl25091,california,M,Bachelor,4599.759229,79284,117,1,Special Auto,Four-Door Car,156.452827
hp42153,washington,F,High School or Below,2351.878675,12928,64,0,Personal Auto,Four-Door Car,307.2
oq27893,oregon,M,High School or Below,2903.242245,20510,74,0,Personal Auto,Two-Door Car,355.2
pb31909,california,M,College,3807.528493,0,115,0,Corporate Auto,Four-Door Car,828.0
al43715,nevada,M,Master,8310.704732,67541,104,0,Personal Auto,Four-Door Car,203.886869
ya70612,oregon,M,Bachelor,8962.795984,97924,74,0,Personal Auto,Two-Door Car,355.2
lo37570,arizona,M,High School or Below,12157.5413,40432,77,0,Personal Auto,Four-Door Car,369.6
xc83045,nevada,M,Bachelor,16460.07754,16869,222,0,Personal Auto,Luxury SUV,1065.6
nc47038,arizona,M,High School or Below,8788.532018,91171,110,0,Personal Auto,SUV,771.39748
ds31990,oregon,M,High School or Below,5093.479191,0,71,0,Personal Auto,Two-Door Car,150.878447
cr99369,arizona,M,High School or Below,5377.90796,34528,69,2,Corporate Auto,Four-Door Car,183.602763
re68901,washington,F,College,5635.746396,20303,71,0,Corporate Auto,Four-Door Car,340.8
vq97965,oregon,F,Bachelor,3514.212939,73643,89,0,Corporate Auto,Four-Door Car,147.486454
zk83518,california,M,College,4386.277558,10621,67,0,Personal Auto,Four-Door Car,321.6
ej77557,california,M,High School or Below,7294.5816,76407,91,0,Personal Auto,Four-Door Car,436.8
qj62033,arizona,M,High School or Below,2415.063816,0,71,0,Personal Auto,Four-Door Car,511.2
oh23652,oregon,F,Bachelor,4693.751128,26607,122,0,Personal Auto,SUV,585.6
ne51159,oregon,M,College,7481.825592,61783,94,0,Personal Auto,Four-Door Car,658.125874
gu56606,nevada,M,Bachelor,5953.352957,20283,77,0,Personal Auto,Two-Door Car,369.6
hr28499,california,M,Bachelor,3890.964154,43578,98,0,Personal Auto,Two-Door Car,105.662175
vk92827,california,M,Bachelor,5352.218989,93606,67,0,Personal Auto,Four-Door Car,321.6
dz85842,california,M,High School or Below,8105.81483,17920,72,0,Personal Auto,Four-Door Car,424.375364
hx87528,california,M,College,3509.968806,51800,92,0,Personal Auto,Four-Door Car,299.452532
fj57446,oregon,F,College,8434.119038,27694,108,0,Personal Auto,SUV,741.850171
gu91528,oregon,F,High School or Below,4254.620669,11904,61,2,Personal Auto,Two-Door Car,292.8
lr92373,nevada,F,Bachelor,2839.945741,53444,72,1,Personal Auto,Four-Door Car,315.703929
lc90366,nevada,M,Bachelor,16473.16905,22828,106,0,Personal Auto,SUV,508.8
ui36597,oregon,M,Bachelor,31706.9251,50719,131,0,Personal Auto,SUV,870.626907
md33155,california,M,College,2580.849899,46900,66,0,Corporate Auto,Four-Door Car,316.8
mb20764,oregon,M,High School or Below,17622.1332,0,252,0,Corporate Auto,Luxury SUV,1814.4
ja76884,california,M,Master,14435.67365,60880,119,0,Personal Auto,Two-Door Car,109.906628
bq32117,california,M,Doctor,12731.95161,40870,105,0,Personal Auto,SUV,504.0
zm45168,oregon,M,College,2398.354197,14321,65,0,Personal Auto,Four-Door Car,423.823547
be25221,arizona,M,High School or Below,6182.618843,20072,82,0,Corporate Auto,Four-Door Car,473.266879
ii92123,oregon,M,High School or Below,9431.376818,77365,79,0,Personal Auto,Two-Door Car,2.823303
pn35535,california,F,College,4651.28429,98475,115,0,Personal Auto,SUV,552.0
ei17022,washington,M,Bachelor,12168.74492,14973,115,0,Corporate Auto,SUV,828.0
oh41318,washington,M,Master,26122.12998,83385,131,2,Personal Auto,SUV,704.337157
er52041,california,M,College,3237.305187,0,90,0,Personal Auto,Four-Door Car,659.435886
py57181,oregon,M,College,9416.474669,0,86,1,Personal Auto,Four-Door Car,412.8
cy12922,arizona,M,College,2506.360995,0,73,0,Personal Auto,Four-Door Car,525.6
yv85096,oregon,F,Bachelor,5272.005079,98110,65,0,Corporate Auto,Four-Door Car,176.287711
dg34434,california,F,Bachelor,5246.278375,28909,66,0,Corporate Auto,Two-Door Car,456.702735
dl14445,california,F,College,10611.56172,0,96,0,Personal Auto,Four-Door Car,949.953253
ql80621,oregon,F,Bachelor,2249.874803,0,62,0,Personal Auto,Four-Door Car,297.6
ny57065,california,M,Bachelor,2816.756002,42937,71,0,Corporate Auto,Two-Door Car,251.779842
eo17010,california,M,Master,4751.280948,30887,119,0,Personal Auto,SUV,444.167713
lc47479,oregon,M,College,28622.31443,35442,239,0,Personal Auto,Luxury Car,1147.2
gb92679,nevada,F,High School or Below,8421.516848,95139,103,0,Personal Auto,Four-Door Car,34.023132
vq78876,oregon,F,Bachelor,4660.399573,89834,116,0,Corporate Auto,SUV,43.15595
yq24856,california,M,Bachelor,6843.848971,0,66,0,Corporate Auto,Two-Door Car,478.509797
xv11038,california,F,College,9223.987144,18814,122,0,Personal Auto,Sports Car,585.6
mg88768,california,M,College,4938.72766,82733,62,0,Corporate Auto,Four-Door Car,72.101019
rn36393,california,F,High School or Below,15114.40241,28513,100,1,Personal Auto,SUV,480.0
bu59722,washington,M,High School or Below,5037.953998,0,68,1,Personal Auto,Four-Door Car,326.4
jd86991,oregon,M,Bachelor,5097.318657,67233,63,0,Personal Auto,Two-Door Car,246.693624
qm60216,oregon,M,College,8906.991433,58718,226,0,Personal Auto,Luxury Car,1084.8
nj43658,california,M,Master,22721.47396,21724,198,0,Corporate Auto,Luxury SUV,1505.230405
gl34504,california,F,High School or Below,9095.15235,65103,115,4,Personal Auto,Four-Door Car,552.0
yx51934,california,F,High School or Below,4898.957331,55071,61,0,Personal Auto,Four-Door Car,231.516063
fo83170,california,M,Doctor,2916.380797,85817,72,0,Personal Auto,Four-Door Car,154.987759
jw33458,california,F,Master,5729.855012,92254,70,0,Corporate Auto,Four-Door Car,245.593225
jp10227,california,M,College,12280.76661,88340,102,0,Corporate Auto,Two-Door Car,489.6
hx90683,california,F,College,2472.469209,63860,62,0,Personal Auto,Four-Door Car,208.598246
uc19334,california,F,High School or Below,4698.345864,26411,126,1,Corporate Auto,SUV,604.8
ed61615,california,M,High School or Below,7950.178237,26189,69,0,Personal Auto,Four-Door Car,331.2
cb78049,california,M,College,3299.339339,66114,92,4,Personal Auto,Four-Door Car,178.842061
os70004,california,M,College,7506.779365,49561,193,0,Personal Auto,SUV,926.4
sm67119,california,F,College,7123.694599,16139,62,0,Personal Auto,Four-Door Car,297.6
ro77709,california,M,High School or Below,8008.095994,63775,100,0,Corporate Auto,SUV,462.753151
qt27514,california,F,Bachelor,5318.89664,25134,67,0,Personal Auto,Four-Door Car,321.6
zt53375,california,M,Bachelor,5483.89085,87777,68,0,Personal Auto,Two-Door Car,257.708912
lb35863,california,F,Bachelor,7244.497284,0,103,0,Personal Auto,SUV,494.4
jl95389,california,F,Bachelor,15558.44195,62922,194,0,Corporate Auto,Luxury Car,1121.633645
mf30956,california,M,College,8945.689398,83761,112,0,Corporate Auto,SUV,270.227547
fd36230,california,F,High School or Below,8441.667084,50801,72,3,Personal Auto,Four-Door Car,43.419028
oe75629,california,M,College,2798.834343,48675,71,1,Corporate Auto,Four-Door Car,340.8
vv97308,california,M,High School or Below,7522.900704,55916,63,0,Personal Auto,Four-Door Car,302.4
lu17507,california,F,Bachelor,39033.08248,0,180,0,Personal Auto,Luxury SUV,864.0
tw11115,california,F,High School or Below,2594.7935,30064,65,0,Personal Auto,Two-Door Car,296.852419
nd42562,california,M,High School or Below,8991.124186,0,127,0,Personal Auto,Sports Car,1176.285998
fz29605,california,M,College,2332.095228,0,67,0,Corporate Auto,Four-Door Car,482.4
sc30127,california,F,Doctor,9244.351881,12081,82,0,Personal Auto,Two-Door Car,548.064933
hi26883,california,M,Bachelor,6290.699249,0,95,0,Personal Auto,Two-Door Car,684.0
ew15755,california,F,Master,9880.097141,62326,122,0,Personal Auto,SUV,96.00936
gh48839,california,M,College,11790.49617,25251,66,0,Corporate Auto,Four-Door Car,316.8
ix46908,california,F,College,5477.206072,21289,71,0,Corporate Auto,Four-Door Car,340.8
oo89057,california,F,Master,4014.332715,54054,99,0,Personal Auto,Four-Door Car,5.661684
lx95134,california,F,College,3674.56826,84814,90,0,Corporate Auto,Four-Door Car,512.816507
cx89767,california,F,High School or Below,4714.044733,46097,61,4,Personal Auto,Four-Door Car,197.074966
di45039,california,F,College,2754.143877,58705,69,0,Personal Auto,Two-Door Car,48.956424
ai14767,california,F,High School or Below,40688.53442,37455,114,0,Personal Auto,SUV,547.2
oj38536,california,F,Doctor,4563.859434,62010,112,0,Personal Auto,SUV,537.6
ti90592,california,M,College,7430.347681,61568,93,0,Corporate Auto,Four-Door Car,240.818954
un63889,california,M,Bachelor,2644.983484,90443,66,0,Personal Auto,Two-Door Car,235.174197
fz94690,california,M,High School or Below,26220.03266,24743,84,0,Personal Auto,Four-Door Car,1008.03551
tl60066,california,F,High School or Below,2397.036098,22283,65,0,Personal Auto,Four-Door Car,572.072106
ol61964,california,M,Bachelor,5207.680496,74627,65,0,Corporate Auto,Four-Door Car,176.735323
dn77617,california,F,College,5907.078117,47306,74,0,Corporate Auto,Four-Door Car,97.723235
bv12771,california,M,College,27420.81318,0,112,0,Personal Auto,SUV,537.6
na14154,california,M,Bachelor,5044.857229,59292,64,0,Corporate Auto,Two-Door Car,218.491318
zo54248,california,F,High School or Below,3090.13236,23970,77,0,Personal Auto,Four-Door Car,43.959921
cw13886,california,M,College,8514.394994,48428,72,1,Personal Auto,Four-Door Car,223.728018
tt63451,california,F,High School or Below,20925.89544,44342,74,0,Personal Auto,Four-Door Car,355.2
ow54561,california,M,College,3515.456573,0,103,2,Personal Auto,Sports Car,741.6
ee34821,california,F,Bachelor,17666.56543,0,74,0,Corporate Auto,Two-Door Car,355.2
zb85648,california,F,College,30313.30977,67117,85,0,Personal Auto,Two-Door Car,329.423177
ie57921,california,F,Bachelor,4726.869327,13037,124,0,Personal Auto,SUV,839.348464
oy47486,california,M,College,5284.509533,71960,67,0,Personal Auto,Two-Door Car,151.495249
lv51815,california,F,High School or Below,2990.330995,73137,74,1,Corporate Auto,Four-Door Car,227.797105
vu99672,california,M,College,3548.071725,0,96,0,Corporate Auto,Four-Door Car,446.122702
sn69015,california,M,College,6371.320461,23797,81,0,Personal Auto,Four-Door Car,388.8
uo54843,california,M,Bachelor,5372.351967,70286,67,0,Corporate Auto,Four-Door Car,130.143497
es34753,california,F,Master,5165.202368,12904,132,0,Personal Auto,SUV,633.6
ke91683,california,F,High School or Below,8264.747863,42045,103,0,Personal Auto,SUV,40.839965
yu23754,california,F,Master,5193.770572,24948,65,0,Personal Auto,Four-Door Car,280.352767
as77287,california,M,College,8099.571213,25452,107,0,Personal Auto,Sports Car,954.688499
pd36660,california,F,High School or Below,8845.073706,95850,109,0,Corporate Auto,Sports Car,328.502498
bq20851,california,M,Master,8295.977271,73556,104,0,Personal Auto,SUV,497.684017
pw91494,california,F,High School or Below,9344.431622,0,64,1,Personal Auto,Two-Door Car,307.2
nz83890,california,F,High School or Below,5081.741976,0,69,0,Personal Auto,Two-Door Car,93.697638
qv24282,california,F,Bachelor,5363.531017,43879,69,0,Corporate Auto,Four-Door Car,242.133552
yf67162,california,F,High School or Below,2429.600516,23941,61,0,Corporate Auto,Four-Door Car,292.8
ye20366,california,M,Bachelor,7183.071115,14390,65,0,Personal Auto,Four-Door Car,402.778867
pn77420,california,M,College,5376.88732,30039,70,0,Corporate Auto,Four-Door Car,498.612632
cf26207,california,M,College,7019.177186,26806,63,0,Personal Auto,Four-Door Car,302.4
wh24638,california,F,College,7079.170237,24450,90,0,Personal Auto,Four-Door Car,250.959093
yq16427,california,F,High School or Below,2415.83485,0,64,0,Personal Auto,Four-Door Car,360.217299
az90068,california,M,College,8193.160528,89219,73,4,Personal Auto,Four-Door Car,350.4
pl59209,california,F,College,6952.651187,0,73,3,Corporate Auto,Four-Door Car,525.6
vk93542,california,M,High School or Below,7465.980556,0,109,0,Personal Auto,SUV,784.8
ne70589,california,M,College,13220.80421,29504,117,0,Personal Auto,SUV,809.039071
at52647,california,F,High School or Below,4014.9185,0,113,0,Personal Auto,SUV,1305.275432
cw38361,california,M,Bachelor,8744.727173,61706,110,0,Corporate Auto,SUV,223.905524
bz92811,california,F,High School or Below,5948.98896,88122,148,0,Corporate Auto,SUV,840.231575
on68006,california,F,Bachelor,5520.149969,26129,70,0,Personal Auto,Four-Door Car,419.187114
vg58889,california,F,Bachelor,5040.775434,22350,66,0,Corporate Auto,Two-Door Car,316.8
mi42935,california,F,Bachelor,5654.593045,0,83,0,Personal Auto,Four-Door Car,597.6
os21957,california,F,High School or Below,8896.500265,26201,112,0,Personal Auto,SUV,168.901895
jg21385,california,M,Bachelor,8715.945469,0,84,0,Personal Auto,Four-Door Car,604.8
ct62892,california,F,Bachelor,7868.808884,0,107,0,Personal Auto,SUV,513.6
ie97795,california,M,High School or Below,6878.008403,39020,87,0,Corporate Auto,Four-Door Car,485.01384
dm59629,california,F,Bachelor,6411.675304,47606,81,0,Personal Auto,Two-Door Car,388.8
sh48087,california,F,College,10144.3094,27231,88,0,Personal Auto,Four-Door Car,422.4
wg93963,california,F,College,8575.961719,39946,218,0,Personal Auto,Luxury SUV,1046.4
oq88395,california,M,College,4510.542608,84300,111,0,Corporate Auto,SUV,202.22495
xh46220,california,F,College,3746.751625,41479,94,1,Corporate Auto,Two-Door Car,19.575683
bk61065,california,M,Master,5479.555081,56005,68,1,Personal Auto,Four-Door Car,326.4
ud87700,california,M,High School or Below,7164.011997,0,108,0,Corporate Auto,SUV,1260.456194
co19402,california,F,Bachelor,13265.51039,99617,109,0,Personal Auto,SUV,74.934678
kj29915,california,F,Bachelor,5246.278375,28909,66,0,Personal Auto,Two-Door Car,456.702735
jx52708,california,M,Bachelor,4556.068318,25617,63,0,Personal Auto,Two-Door Car,302.4
ot42923,california,M,High School or Below,2751.250209,86788,70,0,Personal Auto,Four-Door Car,336.0
dl34364,california,M,High School or Below,2914.09461,28523,77,0,Corporate Auto,Four-Door Car,369.6
wx16610,california,F,Bachelor,5824.767025,38492,72,0,Personal Auto,Four-Door Car,207.901654
nh76558,california,F,High School or Below,5755.18214,97657,71,0,Personal Auto,Two-Door Car,107.325235
sq14756,california,M,Master,2424.690776,49008,61,1,Personal Auto,Four-Door Car,292.8
ep64069,california,F,Bachelor,5138.244998,72264,64,0,Corporate Auto,Four-Door Car,272.649844
is63817,california,M,College,6047.02516,20396,76,1,Corporate Auto,Four-Door Car,364.8
uc83161,california,F,High School or Below,6106.468745,60234,152,0,Personal Auto,SUV,136.217066
dl45122,california,M,Bachelor,3329.887725,75556,84,0,Corporate Auto,Four-Door Car,498.927007
kb90953,california,F,Bachelor,40132.01135,98710,123,0,Personal Auto,Sports Car,587.391029
ex72956,california,F,Bachelor,5095.365993,69461,64,0,Personal Auto,Two-Door Car,101.417253
yn15016,california,M,High School or Below,4471.747876,0,68,2,Personal Auto,Four-Door Car,489.6
gw56797,california,M,High School or Below,8773.507548,0,87,0,Personal Auto,Four-Door Car,626.4
qr57842,california,F,College,10351.37265,73895,129,0,Corporate Auto,SUV,825.416826
tb53616,california,M,High School or Below,10408.96865,20228,101,1,Personal Auto,SUV,523.815839
jn10602,california,F,Master,8201.330033,81785,67,0,Personal Auto,Four-Door Car,321.6
vi94769,california,F,Bachelor,2248.449633,24910,63,1,Personal Auto,Four-Door Car,347.857619
bq60673,california,M,Bachelor,5205.024842,32946,66,0,Corporate Auto,Two-Door Car,316.8
jk68578,california,F,High School or Below,15306.13396,83868,189,0,Corporate Auto,Luxury Car,134.836237
oi39449,california,F,College,8002.308333,0,107,0,Personal Auto,SUV,513.6
nj29981,california,M,High School or Below,4553.185557,0,124,0,Corporate Auto,SUV,714.494746
zo16199,california,F,High School or Below,5354.365535,17099,69,0,Personal Auto,Four-Door Car,331.2
hb12866,california,F,High School or Below,7449.855125,0,206,0,Personal Auto,Luxury SUV,1483.2
dq19344,california,M,College,3112.049841,33046,79,0,Personal Auto,Four-Door Car,181.538354
gh35369,california,M,College,4386.277558,10621,67,0,Personal Auto,Four-Door Car,321.6
qr26617,california,M,Bachelor,4865.848218,21498,63,0,Corporate Auto,Four-Door Car,302.4
qz34525,california,M,Bachelor,6993.380588,0,66,0,Personal Auto,Four-Door Car,439.701118
iu62399,california,F,Bachelor,5860.48309,36889,74,1,Personal Auto,Four-Door Car,192.186026
oh23893,california,F,Bachelor,9115.57169,69588,114,0,Personal Auto,SUV,173.080024
zx83542,california,M,Master,5300.686394,26585,69,0,Corporate Auto,Four-Door Car,308.651195
co16841,california,F,Bachelor,3630.269217,0,101,0,Corporate Auto,SUV,727.2
mv81355,california,M,High School or Below,8819.018934,99845,110,1,Personal Auto,SUV,528.0
hu22390,california,M,College,5389.499465,66429,136,0,Corporate Auto,Sports Car,57.712985
ys74016,california,M,Bachelor,3123.080994,0,101,4,Personal Auto,SUV,960.115399
pu33703,california,F,College,2435.321545,43721,61,0,Personal Auto,Four-Door Car,292.8
pj59176,california,M,High School or Below,8754.233404,51209,109,0,Personal Auto,SUV,39.49793
ml68781,california,F,College,2628.563096,84498,65,0,Personal Auto,Four-Door Car,255.210049
ji93499,california,M,High School or Below,6669.184698,0,65,1,Corporate Auto,Four-Door Car,312.0
ny90858,california,M,College,6765.800532,59034,85,0,Personal Auto,Four-Door Car,378.75258
iz76711,california,F,Bachelor,10013.77995,0,135,0,Personal Auto,Sports Car,773.690268
bt78461,california,F,College,11288.17204,96399,70,0,Personal Auto,Four-Door Car,307.89535
ps68884,california,M,College,4686.469674,58089,118,0,Corporate Auto,SUV,566.4
ey71439,california,M,High School or Below,7131.731291,0,103,0,Corporate Auto,Sports Car,741.6
to84268,california,M,Master,9051.712161,60964,113,0,Personal Auto,Four-Door Car,327.723713
uh93563,california,M,College,5306.162741,42871,67,0,Corporate Auto,Four-Door Car,321.6
gd57363,california,M,College,5133.635886,38795,65,0,Personal Auto,Four-Door Car,98.354737
lu36517,california,M,Bachelor,11124.60499,0,112,0,Personal Auto,Two-Door Car,806.4
do93657,california,M,Master,7285.103913,57134,91,1,Personal Auto,Two-Door Car,436.8
ef41225,california,F,College,14627.92807,40711,121,0,Personal Auto,SUV,580.8
cy97519,california,M,College,17086.75371,26334,63,2,Corporate Auto,Two-Door Car,453.6
fo36473,california,F,Bachelor,4298.378567,31414,116,4,Personal Auto,SUV,556.8
od66412,california,F,Doctor,5018.894421,74423,62,0,Personal Auto,Four-Door Car,50.800186
iw54903,california,F,College,7200.664877,0,66,0,Personal Auto,Four-Door Car,316.8
rf64040,california,F,Bachelor,9591.028253,0,128,0,Corporate Auto,SUV,150.952506
cb17191,california,F,High School or Below,3240.667531,30646,81,0,Corporate Auto,Four-Door Car,128.57791
oi39301,california,F,High School or Below,8906.50609,0,118,0,Personal Auto,SUV,566.4
vy90611,california,F,Master,2499.036551,28264,63,0,Corporate Auto,Two-Door Car,364.622773
kf96171,california,F,High School or Below,8167.992322,0,117,0,Personal Auto,Two-Door Car,842.4
ij36435,california,F,College,5811.61185,0,79,0,Personal Auto,Four-Door Car,304.550129
gx40957,california,F,College,18732.2012,70187,117,0,Personal Auto,Sports Car,632.16097
rt36566,california,F,Bachelor,5260.623466,31006,67,0,Personal Auto,Four-Door Car,321.6
ml38237,california,F,High School or Below,8869.631143,0,119,0,Corporate Auto,SUV,571.2
rr74547,california,M,High School or Below,2878.846941,0,85,0,Personal Auto,Four-Door Car,612.0
pk26805,california,M,High School or Below,2810.957053,20371,71,1,Personal Auto,Four-Door Car,340.8
ks36311,california,F,College,2701.039719,39141,68,0,Personal Auto,Four-Door Car,402.456296
zz69693,california,M,High School or Below,2449.580048,0,69,0,Corporate Auto,Four-Door Car,496.8
fs70572,california,M,College,9445.925985,76837,78,0,Corporate Auto,Four-Door Car,23.788022
ln87823,california,F,High School or Below,4414.577688,0,61,0,Personal Auto,Four-Door Car,643.877067
xl81489,california,F,Bachelor,6785.536334,0,197,0,Corporate Auto,Sports Car,1439.676002
nq32487,california,F,High School or Below,3600.934326,25147,101,0,Personal Auto,SUV,694.598288
xf60649,california,F,Bachelor,7452.939191,0,106,0,Personal Auto,SUV,763.2
va95584,california,M,Master,12723.15311,34665,64,0,Personal Auto,Two-Door Car,450.85948
fn80010,california,F,Master,4312.642503,25404,112,0,Personal Auto,SUV,578.175234
